Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18,Topic-19,Topic-20
"(420, 0.11321888267396119)","(203, 0.0)","(203, 0.0)","(424, 0.1782944343853447)","(203, 0.0)","(85, 0.10214605366154299)","(47, 0.14203139549228108)","(203, 0.0)","(108, 0.14558350744065557)","(654, 0.24493490097181714)","(637, 0.14587490856833382)","(54, 0.2346170589783885)","(203, 0.0)","(203, 0.0)","(492, 0.1465990436827203)","(482, 0.14443844411151707)","(140, 0.14974595153572362)","(203, 0.0)","(573, 0.21208078267428665)","(203, 0.0)"
"(294, 0.11180718644541689)","(204, 0.0)","(204, 0.0)","(12, 0.1779367386947835)","(204, 0.0)","(622, 0.10207121852067232)","(143, 0.1399835695093026)","(204, 0.0)","(680, 0.1454990569879448)","(606, 0.24346026545625674)","(16, 0.1453671306997983)","(529, 0.23434130847881504)","(204, 0.0)","(204, 0.0)","(529, 0.14602667298008)","(151, 0.14401764297471406)","(94, 0.14958853323584226)","(204, 0.0)","(415, 0.21163343784855307)","(204, 0.0)"
"(650, 0.11113550562395863)","(206, 0.0)","(206, 0.0)","(680, 0.1775468984554212)","(206, 0.0)","(164, 0.10161317318449985)","(674, 0.1396881054750135)","(206, 0.0)","(608, 0.1452464032619391)","(424, 0.24338564647089833)","(136, 0.14514202123431097)","(480, 0.23389150054277266)","(206, 0.0)","(206, 0.0)","(511, 0.14591660985176308)","(7, 0.14342549308486907)","(593, 0.1494340427639595)","(206, 0.0)","(426, 0.21146233223892086)","(206, 0.0)"
"(464, 0.11043649739909889)","(207, 0.0)","(207, 0.0)","(208, 0.17736467516948987)","(207, 0.0)","(582, 0.10142436928993745)","(243, 0.1392949435091639)","(207, 0.0)","(270, 0.14519043153710906)","(507, 0.24326935066236696)","(496, 0.14473070227284024)","(9, 0.23296871700944652)","(207, 0.0)","(207, 0.0)","(422, 0.1456897116274387)","(1, 0.1427519925029897)","(643, 0.148731884666469)","(207, 0.0)","(327, 0.21119794314215917)","(207, 0.0)"
"(75, 0.11018177680012126)","(208, 0.0)","(208, 0.0)","(201, 0.1767038554034781)","(208, 0.0)","(679, 0.101186652418521)","(179, 0.13878025274549557)","(208, 0.0)","(98, 0.14518214529771842)","(231, 0.24295370141558464)","(145, 0.1447099698103358)","(473, 0.23296303497464232)","(208, 0.0)","(208, 0.0)","(68, 0.14528694506012702)","(207, 0.14272142833568374)","(276, 0.14854155467966523)","(208, 0.0)","(433, 0.2109859507779483)","(208, 0.0)"
"(227, 0.11015311365659732)","(209, 0.0)","(209, 0.0)","(422, 0.17561456795625813)","(209, 0.0)","(448, 0.09974494162705784)","(245, 0.1387021710039019)","(209, 0.0)","(132, 0.14508179619534683)","(576, 0.2428616384383335)","(528, 0.1444811846261104)","(574, 0.2313047352926101)","(209, 0.0)","(209, 0.0)","(482, 0.14456394376113316)","(522, 0.14215660040370146)","(155, 0.14828134147941266)","(209, 0.0)","(290, 0.20893976671779918)","(209, 0.0)"
"(276, 0.10966128055187105)","(21, 0.0)","(21, 0.0)","(22, 0.17552568047983655)","(21, 0.0)","(648, 0.09953012241788303)","(216, 0.13845671045057242)","(21, 0.0)","(498, 0.14482998212598644)","(174, 0.24261518566708623)","(578, 0.14420518424096265)","(542, 0.22993657359679534)","(21, 0.0)","(21, 0.0)","(495, 0.14437030179710134)","(13, 0.1421001315718099)","(572, 0.1482326349832554)","(21, 0.0)","(22, 0.2086279305545606)","(21, 0.0)"
"(128, 0.1095378215447902)","(212, 0.0)","(212, 0.0)","(279, 0.175082740267908)","(212, 0.0)","(428, 0.09940429152977451)","(425, 0.13823153913472375)","(212, 0.0)","(424, 0.14438689156273884)","(595, 0.2411617855272645)","(187, 0.1441774749536671)","(393, 0.22933201014425714)","(212, 0.0)","(212, 0.0)","(242, 0.14390629776143551)","(321, 0.1406348693984729)","(61, 0.14810327741755144)","(212, 0.0)","(183, 0.20838610494682394)","(212, 0.0)"
"(194, 0.10925628332665802)","(215, 0.0)","(215, 0.0)","(522, 0.17469647039851563)","(215, 0.0)","(292, 0.09887765070730418)","(304, 0.13706715951018147)","(215, 0.0)","(151, 0.14402357465576213)","(428, 0.24062022883868625)","(41, 0.14392412326006992)","(326, 0.22926954747758363)","(215, 0.0)","(215, 0.0)","(129, 0.1437642381473665)","(52, 0.14007254967377253)","(131, 0.1478980101113699)","(215, 0.0)","(325, 0.20793227611658047)","(215, 0.0)"
"(496, 0.10898465121653418)","(216, 0.0)","(216, 0.0)","(497, 0.17450879244155224)","(216, 0.0)","(177, 0.09863463653300392)","(494, 0.13659935897946537)","(216, 0.0)","(600, 0.14397417170861612)","(518, 0.2402382849123204)","(146, 0.14354652202419846)","(401, 0.2292529134877714)","(216, 0.0)","(216, 0.0)","(41, 0.1436674152396717)","(11, 0.13993671640266103)","(251, 0.1478323181471016)","(216, 0.0)","(607, 0.20760562816002082)","(216, 0.0)"
"(48, 0.10875138277186691)","(217, 0.0)","(217, 0.0)","(386, 0.17449141816334496)","(217, 0.0)","(237, 0.09785203886236318)","(390, 0.13613337728743952)","(217, 0.0)","(170, 0.14386496798665538)","(392, 0.23978331441082132)","(599, 0.14325985499386126)","(72, 0.22876232951762915)","(217, 0.0)","(217, 0.0)","(181, 0.14327335281758882)","(460, 0.13986642778257968)","(569, 0.14749582442357503)","(217, 0.0)","(386, 0.20752127099172513)","(217, 0.0)"
"(44, 0.10867502122576463)","(218, 0.0)","(218, 0.0)","(520, 0.17407865786133486)","(218, 0.0)","(386, 0.0970696067566714)","(9, 0.13594622710860135)","(218, 0.0)","(13, 0.1434034834717281)","(624, 0.23929322996299593)","(597, 0.14297891494305612)","(231, 0.22827618981440725)","(218, 0.0)","(218, 0.0)","(63, 0.14304252431609918)","(170, 0.1397628407576725)","(660, 0.14515088278189414)","(218, 0.0)","(73, 0.2071194740455637)","(218, 0.0)"
"(532, 0.10862466711518491)","(219, 0.0)","(219, 0.0)","(108, 0.17406454024503906)","(219, 0.0)","(680, 0.09633841321417669)","(212, 0.1357775465682068)","(219, 0.0)","(590, 0.1424778141382306)","(522, 0.23898997388116727)","(476, 0.14218468720172253)","(573, 0.22823115217746429)","(219, 0.0)","(219, 0.0)","(549, 0.14288262694616374)","(308, 0.1396971620051911)","(406, 0.144475350136433)","(219, 0.0)","(298, 0.2061407717765614)","(219, 0.0)"
"(95, 0.10728789088841147)","(22, 0.0)","(22, 0.0)","(612, 0.17238349137735812)","(22, 0.0)","(97, 0.09617410288531796)","(438, 0.13548075385216124)","(22, 0.0)","(657, 0.14184525345259097)","(492, 0.23826794775893173)","(410, 0.1411823019308101)","(220, 0.22732990373409379)","(22, 0.0)","(22, 0.0)","(433, 0.14272593843685769)","(94, 0.13949820467334628)","(502, 0.14444822726943632)","(22, 0.0)","(273, 0.20595668765179612)","(22, 0.0)"
"(100, 0.10643789787970995)","(220, 0.0)","(220, 0.0)","(666, 0.17181642414593148)","(220, 0.0)","(295, 0.09608843294098504)","(8, 0.13438207314184464)","(220, 0.0)","(308, 0.14177131938883417)","(463, 0.23728972684147628)","(471, 0.14083793068215367)","(568, 0.22717968690140258)","(220, 0.0)","(220, 0.0)","(299, 0.14268342532925973)","(294, 0.13909105876320402)","(551, 0.14340800376298568)","(220, 0.0)","(481, 0.20581849241044115)","(220, 0.0)"
"(485, 0.10594657247620089)","(221, 0.0)","(221, 0.0)","(227, 0.17038416860004074)","(221, 0.0)","(215, 0.09606247320443007)","(400, 0.13353604754647203)","(221, 0.0)","(110, 0.14153200966003376)","(38, 0.2347440078375251)","(164, 0.14069004353848888)","(424, 0.22693990394544258)","(221, 0.0)","(221, 0.0)","(57, 0.14259445866849726)","(623, 0.1390390781143605)","(466, 0.14295825853164904)","(221, 0.0)","(190, 0.20565795969749132)","(221, 0.0)"
"(135, 0.10384089599152266)","(222, 0.0)","(222, 0.0)","(35, 0.17035403201966612)","(222, 0.0)","(438, 0.09570979068437317)","(193, 0.1330926089643842)","(222, 0.0)","(574, 0.14111388454426588)","(383, 0.2341143850306651)","(466, 0.14050265173096138)","(116, 0.22642838969567997)","(222, 0.0)","(222, 0.0)","(674, 0.1424903516363525)","(588, 0.1387162822569972)","(491, 0.1410341112037135)","(222, 0.0)","(568, 0.20541055964258725)","(222, 0.0)"
"(120, 0.1032193629747732)","(224, 0.0)","(224, 0.0)","(130, 0.17030673839997834)","(224, 0.0)","(113, 0.09550884184033234)","(582, 0.13304047806653005)","(224, 0.0)","(215, 0.14109503663800382)","(322, 0.23374774251908326)","(518, 0.1375793971231096)","(535, 0.2261739012057295)","(224, 0.0)","(224, 0.0)","(383, 0.14231202992814224)","(576, 0.13854385582481285)","(1, 0.1409617042674944)","(224, 0.0)","(21, 0.20523359376969438)","(224, 0.0)"
"(250, 0.10305126861488431)","(226, 0.0)","(226, 0.0)","(426, 0.16954053884169162)","(226, 0.0)","(499, 0.09501968396401701)","(521, 0.13270634613531646)","(226, 0.0)","(427, 0.14074380587929627)","(325, 0.23271549483263615)","(656, 0.13729129153632058)","(35, 0.2254650234651361)","(226, 0.0)","(226, 0.0)","(224, 0.14216445583794357)","(598, 0.1376316237582472)","(580, 0.14079392582956313)","(226, 0.0)","(385, 0.203429938913972)","(226, 0.0)"
"(490, 0.1025210074399585)","(227, 0.0)","(227, 0.0)","(54, 0.16891065879305925)","(227, 0.0)","(619, 0.09498804831411307)","(123, 0.13227229516389302)","(227, 0.0)","(461, 0.14036116026154094)","(14, 0.23114071759409396)","(182, 0.13601064705472418)","(588, 0.2253953316291534)","(227, 0.0)","(227, 0.0)","(187, 0.14059560672635618)","(461, 0.1371630803794887)","(594, 0.1404994301457539)","(227, 0.0)","(279, 0.20328050229169167)","(227, 0.0)"
"(96, 0.10191699664963796)","(228, 0.0)","(228, 0.0)","(126, 0.168185488908837)","(228, 0.0)","(427, 0.09472479042804585)","(131, 0.1321902093499745)","(228, 0.0)","(677, 0.1394224647448536)","(164, 0.23082511957345608)","(61, 0.13555584643213853)","(27, 0.22527911261713648)","(228, 0.0)","(228, 0.0)","(584, 0.1399793211685583)","(38, 0.13633464087384334)","(678, 0.14046148348262097)","(228, 0.0)","(81, 0.2028638507791599)","(228, 0.0)"
"(65, 0.10191164670492736)","(229, 0.0)","(229, 0.0)","(456, 0.1677330754193261)","(229, 0.0)","(96, 0.0935302505075658)","(78, 0.13202040435469484)","(229, 0.0)","(28, 0.13922727701056067)","(679, 0.2279702925545751)","(219, 0.1354891235779555)","(37, 0.2251668180630711)","(229, 0.0)","(229, 0.0)","(278, 0.13869738709782567)","(199, 0.1355085628848986)","(662, 0.14023120644013445)","(229, 0.0)","(565, 0.20219318268789477)","(229, 0.0)"
"(478, 0.1018515103274931)","(23, 0.0)","(23, 0.0)","(122, 0.16771345405635038)","(23, 0.0)","(614, 0.09324725860169977)","(391, 0.13153891836575612)","(23, 0.0)","(261, 0.1386727896162408)","(1, 0.22580599085322323)","(627, 0.13388080279503234)","(493, 0.22505174582576087)","(23, 0.0)","(23, 0.0)","(543, 0.13865349911405134)","(564, 0.1353651558079134)","(555, 0.13972560011404728)","(23, 0.0)","(276, 0.20182205193985078)","(23, 0.0)"
"(253, 0.10169560556345393)","(230, 0.0)","(230, 0.0)","(222, 0.16752007364300645)","(230, 0.0)","(580, 0.09217254955379932)","(669, 0.13016374312766404)","(230, 0.0)","(294, 0.13857878367859175)","(384, 0.22361058438009834)","(477, 0.1332024982725334)","(12, 0.22483179791515515)","(230, 0.0)","(230, 0.0)","(418, 0.1385336806138682)","(642, 0.13507960361711477)","(532, 0.13934696090454948)","(230, 0.0)","(16, 0.20139126620854417)","(230, 0.0)"
"(195, 0.1016558197116836)","(231, 0.0)","(231, 0.0)","(629, 0.16707100076430817)","(231, 0.0)","(446, 0.09166592851761676)","(166, 0.13014506618582802)","(231, 0.0)","(564, 0.1384892999328642)","(198, 0.22325851586608197)","(574, 0.1323174513885802)","(416, 0.22447641107525684)","(231, 0.0)","(231, 0.0)","(397, 0.1383442975082794)","(251, 0.1349816641574578)","(14, 0.1392173497940759)","(231, 0.0)","(476, 0.20105999865433485)","(231, 0.0)"
"(493, 0.10093539184612403)","(233, 0.0)","(233, 0.0)","(538, 0.16702054727241802)","(233, 0.0)","(309, 0.09165035259780657)","(476, 0.1287307137358809)","(233, 0.0)","(460, 0.13650202654497318)","(546, 0.2224951084436057)","(44, 0.13211138713638207)","(25, 0.22417156992209808)","(233, 0.0)","(233, 0.0)","(293, 0.13768933658058635)","(544, 0.1348076131712072)","(110, 0.13908311683743405)","(233, 0.0)","(126, 0.20092652596174254)","(233, 0.0)"
"(307, 0.10037778993876686)","(234, 0.0)","(234, 0.0)","(678, 0.1669569439090669)","(234, 0.0)","(649, 0.09134924447215617)","(461, 0.1275366696405115)","(234, 0.0)","(52, 0.13555752815220182)","(399, 0.2219405868579821)","(149, 0.1319303552454117)","(233, 0.22326002449511556)","(234, 0.0)","(234, 0.0)","(617, 0.13710294732020417)","(633, 0.13451962925360123)","(38, 0.1390811503237892)","(234, 0.0)","(108, 0.20017325445124773)","(234, 0.0)"
"(614, 0.09962656086399141)","(237, 0.0)","(237, 0.0)","(651, 0.16682506534783997)","(237, 0.0)","(24, 0.09017932050185672)","(470, 0.12729412139718949)","(237, 0.0)","(623, 0.13549282928706277)","(180, 0.22147137116777138)","(170, 0.1316899139184796)","(561, 0.2230730516478693)","(237, 0.0)","(237, 0.0)","(628, 0.13702289233854528)","(154, 0.13427515191806283)","(204, 0.13867263874574368)","(237, 0.0)","(531, 0.19979655992273634)","(237, 0.0)"
"(561, 0.0994179644169571)","(24, 0.0)","(24, 0.0)","(155, 0.1664256841749282)","(24, 0.0)","(458, 0.08967493862438612)","(533, 0.1268097852323525)","(24, 0.0)","(104, 0.13526911048641327)","(582, 0.2203609728954881)","(195, 0.13150410221132922)","(492, 0.22247773878797336)","(24, 0.0)","(24, 0.0)","(647, 0.13696468953460544)","(164, 0.13425748107935911)","(646, 0.13728355484719826)","(24, 0.0)","(34, 0.1997535182583578)","(24, 0.0)"
"(182, 0.09874774622556272)","(240, 0.0)","(240, 0.0)","(133, 0.16605624527657079)","(240, 0.0)","(67, 0.08936352468776261)","(174, 0.1264139303681455)","(240, 0.0)","(611, 0.1347648886676261)","(630, 0.21843569755761727)","(492, 0.1306610715140528)","(517, 0.22160363531808983)","(240, 0.0)","(240, 0.0)","(387, 0.13687872367668377)","(303, 0.13354927598107902)","(506, 0.13714015870558216)","(240, 0.0)","(181, 0.19848388916152604)","(240, 0.0)"
"(242, 0.09840458443772658)","(242, 0.0)","(242, 0.0)","(68, 0.16584676920156172)","(242, 0.0)","(196, 0.08836424065115932)","(448, 0.1261786419143998)","(242, 0.0)","(400, 0.13303374624067235)","(642, 0.21734625434660185)","(470, 0.130244695149465)","(665, 0.22141566583064676)","(242, 0.0)","(242, 0.0)","(116, 0.13642308195517014)","(673, 0.13334793451783505)","(545, 0.1368714161550442)","(242, 0.0)","(247, 0.1974296240422108)","(242, 0.0)"
"(326, 0.09812458252254459)","(244, 0.0)","(244, 0.0)","(305, 0.1651684488089717)","(244, 0.0)","(141, 0.08836254915943136)","(268, 0.12471221435958066)","(244, 0.0)","(606, 0.13235338174261224)","(401, 0.21602564663580853)","(423, 0.1299961277712056)","(495, 0.2206514069619208)","(244, 0.0)","(244, 0.0)","(611, 0.13617821610463118)","(244, 0.1330342214890365)","(607, 0.13660781785069545)","(244, 0.0)","(589, 0.19522900148104774)","(244, 0.0)"
"(215, 0.09800059249731333)","(245, 0.0)","(245, 0.0)","(199, 0.16509754447264519)","(245, 0.0)","(84, 0.08808518950489369)","(163, 0.12466889154647004)","(245, 0.0)","(642, 0.13208397603356786)","(545, 0.2159675315852851)","(154, 0.1299370524619885)","(598, 0.2201238910060484)","(245, 0.0)","(245, 0.0)","(589, 0.1358099812185203)","(540, 0.13286549028446176)","(178, 0.135837860839227)","(245, 0.0)","(530, 0.19518012613450172)","(245, 0.0)"
"(222, 0.09638705156658989)","(247, 0.0)","(247, 0.0)","(561, 0.16473955560344214)","(247, 0.0)","(544, 0.08743080478027505)","(558, 0.1244955609900756)","(247, 0.0)","(674, 0.13181384245324648)","(577, 0.21579687507213305)","(325, 0.12976194757546225)","(399, 0.21938947066977074)","(247, 0.0)","(247, 0.0)","(71, 0.13561063776409887)","(496, 0.13273196407971777)","(665, 0.1356942459634918)","(247, 0.0)","(678, 0.19471721324669183)","(247, 0.0)"
"(522, 0.0962909228673372)","(248, 0.0)","(248, 0.0)","(154, 0.1642816676043815)","(248, 0.0)","(473, 0.08729112909478871)","(180, 0.1238547877053157)","(248, 0.0)","(496, 0.13146036596509827)","(670, 0.21524692383221689)","(1, 0.12872791223111493)","(457, 0.21916446235329354)","(248, 0.0)","(248, 0.0)","(75, 0.13551115502069647)","(400, 0.13192109175822053)","(207, 0.13482794970972245)","(248, 0.0)","(522, 0.19438013219135616)","(248, 0.0)"
"(576, 0.09415485291225299)","(25, 0.0)","(25, 0.0)","(115, 0.16341360723495135)","(25, 0.0)","(137, 0.0871880358434793)","(80, 0.12313865292943484)","(25, 0.0)","(320, 0.1313872724631685)","(641, 0.2147460549312402)","(615, 0.12816108587921468)","(273, 0.21890987291450514)","(25, 0.0)","(25, 0.0)","(123, 0.13508269857482866)","(562, 0.13189841373675193)","(649, 0.13470867973480027)","(25, 0.0)","(250, 0.19433646132036875)","(25, 0.0)"
"(136, 0.09284566938678891)","(250, 0.0)","(250, 0.0)","(423, 0.16260263763963642)","(250, 0.0)","(72, 0.08677196167450915)","(397, 0.1224773933615321)","(250, 0.0)","(532, 0.13125368970545753)","(327, 0.2146883806598177)","(459, 0.12794406658822738)","(679, 0.21817390498083078)","(250, 0.0)","(250, 0.0)","(391, 0.13450496776672297)","(110, 0.13171788170623702)","(188, 0.13449088841446202)","(250, 0.0)","(54, 0.1941659953489315)","(250, 0.0)"
"(19, 0.09255972019919671)","(251, 0.0)","(251, 0.0)","(385, 0.1621750694569061)","(251, 0.0)","(245, 0.08622158589633735)","(139, 0.12185273427128356)","(251, 0.0)","(633, 0.12981811784904126)","(64, 0.21337301550125942)","(581, 0.12771467687663324)","(508, 0.21759163540726273)","(251, 0.0)","(251, 0.0)","(555, 0.13420009490538665)","(424, 0.13146724808782947)","(295, 0.13407759882892734)","(251, 0.0)","(588, 0.19395074330806886)","(251, 0.0)"
"(216, 0.09248594355101307)","(252, 0.0)","(252, 0.0)","(569, 0.16199136144375428)","(252, 0.0)","(30, 0.08604529883063256)","(290, 0.12170257550049458)","(252, 0.0)","(231, 0.12971369155065193)","(233, 0.212861618259663)","(498, 0.12761566946316924)","(290, 0.2173638425019763)","(252, 0.0)","(252, 0.0)","(398, 0.13410992984889472)","(643, 0.13145059136947446)","(548, 0.13401924377076052)","(252, 0.0)","(562, 0.1938016111393055)","(252, 0.0)"
"(642, 0.09210190103654602)","(253, 0.0)","(253, 0.0)","(251, 0.16165909233252507)","(253, 0.0)","(202, 0.0860169952796836)","(208, 0.121355500299742)","(253, 0.0)","(562, 0.12933130355426167)","(445, 0.21268424457283294)","(542, 0.12733414350494465)","(4, 0.21711527710221123)","(253, 0.0)","(253, 0.0)","(522, 0.13343731907676062)","(85, 0.13137368200743413)","(587, 0.1332424066040892)","(253, 0.0)","(651, 0.19341917732391226)","(253, 0.0)"
"(633, 0.09198009749355167)","(256, 0.0)","(256, 0.0)","(157, 0.16157869843760797)","(256, 0.0)","(633, 0.08588621707452083)","(324, 0.12131641588772021)","(256, 0.0)","(199, 0.12927904061181525)","(452, 0.21234462216446698)","(39, 0.1268631893363242)","(84, 0.21668238957965671)","(256, 0.0)","(256, 0.0)","(540, 0.13311123304681582)","(62, 0.13127886005142805)","(650, 0.13310073873274064)","(256, 0.0)","(65, 0.19289582529478566)","(256, 0.0)"
"(480, 0.0915567294731162)","(261, 0.0)","(261, 0.0)","(43, 0.16149119138991452)","(261, 0.0)","(642, 0.08561918289064421)","(13, 0.12070597032024875)","(261, 0.0)","(594, 0.12835869606954464)","(323, 0.21187496442308448)","(153, 0.1260260587750724)","(151, 0.21666637438041372)","(261, 0.0)","(261, 0.0)","(62, 0.13262517711138655)","(230, 0.13073099432862909)","(656, 0.13294792999101138)","(261, 0.0)","(394, 0.19265726122061735)","(261, 0.0)"
"(415, 0.09121924167211855)","(263, 0.0)","(263, 0.0)","(165, 0.16125952390852485)","(263, 0.0)","(470, 0.08477403175600268)","(276, 0.12059267593521049)","(263, 0.0)","(74, 0.12772615453637012)","(201, 0.21171891541319157)","(587, 0.12594257242442386)","(672, 0.21645762056687148)","(263, 0.0)","(263, 0.0)","(531, 0.1321766164816397)","(547, 0.13022485165459863)","(631, 0.1312983027637318)","(263, 0.0)","(478, 0.19197285363522837)","(263, 0.0)"
"(155, 0.0905424492634633)","(267, 0.0)","(267, 0.0)","(186, 0.16120737564170792)","(267, 0.0)","(297, 0.08473227607334016)","(331, 0.12049948203679078)","(267, 0.0)","(673, 0.12768235886727367)","(589, 0.21168723621892443)","(221, 0.12538463905232314)","(582, 0.21643659515353955)","(267, 0.0)","(267, 0.0)","(520, 0.1320689750374274)","(204, 0.1302045119011461)","(46, 0.13028328617893545)","(267, 0.0)","(538, 0.19156848368658635)","(267, 0.0)"
"(34, 0.0900686360608015)","(27, 0.0)","(27, 0.0)","(40, 0.1610454074309512)","(27, 0.0)","(618, 0.08421191532958182)","(17, 0.12019365682044092)","(27, 0.0)","(568, 0.12724421016416285)","(102, 0.21066155958495525)","(495, 0.12482224447705757)","(64, 0.21640753105026536)","(27, 0.0)","(27, 0.0)","(631, 0.13190872470616447)","(568, 0.13016051637992418)","(485, 0.12985309510728568)","(27, 0.0)","(166, 0.19018515871610073)","(27, 0.0)"
